"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"COM00080110","OLAYA HERRERA, CO","2004-12-29","20.1","22.2",,"16.2"
"COM00080110","OLAYA HERRERA, CO","2004-12-30","0.0","20.1",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2004-12-31",,"23.7",,
"COM00080110","OLAYA HERRERA, CO","2005-01-02",,"25.3",,
"COM00080110","OLAYA HERRERA, CO","2005-01-03",,"22.7",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-01-05","1.0","22.4",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-01-06","0.0","23.6",,
"COM00080110","OLAYA HERRERA, CO","2005-01-07","0.8","26.6",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-01-08","0.0","22.2","26.4","18.6"
"COM00080110","OLAYA HERRERA, CO","2005-01-09","0.3","21.6",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2005-01-10","0.0","23.1",,"19.1"
"COM00080110","OLAYA HERRERA, CO","2005-01-12","2.0","23.9",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-01-13","0.0","24.1",,"18.3"
"COM00080110","OLAYA HERRERA, CO","2005-01-14",,"24.1","30.0","19.5"
"COM00080110","OLAYA HERRERA, CO","2005-01-15","6.1","22.8",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-01-17",,"20.4",,
"COM00080110","OLAYA HERRERA, CO","2005-01-18",,"22.0",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2005-01-19",,"22.7",,"16.7"
"COM00080110","OLAYA HERRERA, CO","2005-01-20",,"21.4",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2005-01-21","15.0","20.7",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-01-22","0.5","23.2",,
"COM00080110","OLAYA HERRERA, CO","2005-01-23","0.0","25.2",,"16.4"
"COM00080110","OLAYA HERRERA, CO","2005-01-25",,"24.3",,
"COM00080110","OLAYA HERRERA, CO","2005-01-26",,"26.2",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2005-01-27",,"24.4",,"17.3"
"COM00080110","OLAYA HERRERA, CO","2005-01-28",,"22.2",,"17.7"
"COM00080110","OLAYA HERRERA, CO","2005-01-29","4.1","23.9",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-01-30","0.3","22.9",,"19.2"
"COM00080110","OLAYA HERRERA, CO","2005-01-31","0.0","24.9",,"19.4"
"COM00080110","OLAYA HERRERA, CO","2005-02-01",,"22.2",,
"COM00080110","OLAYA HERRERA, CO","2005-02-03",,"22.4","29.4","18.6"
"COM00080110","OLAYA HERRERA, CO","2005-02-05",,"22.9",,"19.0"
"COM00080110","OLAYA HERRERA, CO","2005-02-06","52.3","24.2",,
"COM00080110","OLAYA HERRERA, CO","2005-02-07","0.0","26.5",,
"COM00080110","OLAYA HERRERA, CO","2005-02-08",,"24.8",,
"COM00080110","OLAYA HERRERA, CO","2005-02-09",,"22.1",,
"COM00080110","OLAYA HERRERA, CO","2005-02-11","4.1","22.4",,
"COM00080110","OLAYA HERRERA, CO","2005-02-12","0.0","22.4",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2005-02-13",,"23.3",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-02-14",,"24.0",,
"COM00080110","OLAYA HERRERA, CO","2005-02-15",,"23.4",,
"COM00080110","OLAYA HERRERA, CO","2005-02-18",,"26.8",,
"COM00080110","OLAYA HERRERA, CO","2005-02-20",,"27.5",,
"COM00080110","OLAYA HERRERA, CO","2005-02-22",,"26.2",,
"COM00080110","OLAYA HERRERA, CO","2005-02-23",,"25.9",,
"COM00080110","OLAYA HERRERA, CO","2005-02-25",,"28.9",,
"COM00080110","OLAYA HERRERA, CO","2005-02-26",,"23.3",,"19.9"
"COM00080110","OLAYA HERRERA, CO","2005-02-27",,"25.8",,"19.3"
"COM00080110","OLAYA HERRERA, CO","2005-03-01",,"27.0",,
"COM00080110","OLAYA HERRERA, CO","2005-03-02",,"25.0",,
"COM00080110","OLAYA HERRERA, CO","2005-03-03",,"23.3",,
"COM00080110","OLAYA HERRERA, CO","2005-03-04",,"22.3",,
"COM00080110","OLAYA HERRERA, CO","2005-03-06",,"22.0",,
"COM00080110","OLAYA HERRERA, CO","2005-03-07",,"23.8",,
"COM00080110","OLAYA HERRERA, CO","2005-03-08",,"24.6",,
"COM00080110","OLAYA HERRERA, CO","2005-03-09",,"24.7",,
"COM00080110","OLAYA HERRERA, CO","2005-03-10","7.1","23.0",,
"COM00080110","OLAYA HERRERA, CO","2005-03-12",,"24.5",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-03-13",,"23.1",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-03-14",,"26.8",,
"COM00080110","OLAYA HERRERA, CO","2005-03-15",,"26.1",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-03-16",,"23.7",,"18.3"
"COM00080110","OLAYA HERRERA, CO","2005-03-17","4.1","24.0",,"18.7"
"COM00080110","OLAYA HERRERA, CO","2005-03-18","14.0","24.7",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-03-19","11.9","25.8",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-03-29",,"24.4",,
"COM00080110","OLAYA HERRERA, CO","2005-03-30","2.0","23.2",,"19.0"
"COM00080110","OLAYA HERRERA, CO","2005-03-31","0.0","24.4",,
"COM00080110","OLAYA HERRERA, CO","2005-04-02",,"24.7",,
"COM00080110","OLAYA HERRERA, CO","2005-04-03","11.9","21.7",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-04-05",,"24.7",,"18.7"
"COM00080110","OLAYA HERRERA, CO","2005-04-06",,"22.9",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2005-04-07","0.3","24.5",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2005-04-10","0.5","26.0",,"18.7"
"COM00080110","OLAYA HERRERA, CO","2005-04-19",,"25.3",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-04-22","4.1","23.3",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2005-04-23","8.9","23.9",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-04-28","1.0","24.9",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2005-04-29","9.9","22.1",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2005-04-30","15.0","24.6",,"17.9"
"COM00080110","OLAYA HERRERA, CO","2005-05-01","7.1","23.4",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-05-03","17.0","22.0",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-05-05","50.0","22.7",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-05-08",,"22.7",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-05-09","4.1","23.7",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2005-05-10","4.1","23.8",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-05-11","0.0","25.7",,"18.3"
"COM00080110","OLAYA HERRERA, CO","2005-05-12",,"24.2",,
"COM00080110","OLAYA HERRERA, CO","2005-05-14",,"23.7",,
"COM00080110","OLAYA HERRERA, CO","2005-05-15",,"22.0",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-05-16","65.0","22.6",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2005-05-17","25.9","19.8",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2005-05-18","9.9","23.3",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-05-19","25.9","19.6",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-05-20","0.0","24.1",,"18.1"
"COM00080110","OLAYA HERRERA, CO","2005-05-23","39.1","20.8",,"16.3"
"COM00080110","OLAYA HERRERA, CO","2005-05-27","2.0","25.7",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-05-28","0.0","25.4",,"19.2"
"COM00080110","OLAYA HERRERA, CO","2005-05-29",,"26.3",,"18.7"
"COM00080110","OLAYA HERRERA, CO","2005-05-30",,"24.2",,"18.8"
"COM00080110","OLAYA HERRERA, CO","2005-05-31","10.9","22.8",,"17.5"
"COM00080110","OLAYA HERRERA, CO","2005-06-02",,"22.7",,
"COM00080110","OLAYA HERRERA, CO","2005-06-03","3.0","22.4",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2005-06-05","13.0","20.0",,"17.9"
"COM00080110","OLAYA HERRERA, CO","2005-06-06","393.4","22.3",,
"COM00080110","OLAYA HERRERA, CO","2005-06-12","7.1","22.4",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-06-13","0.0","24.9",,"17.5"
"COM00080110","OLAYA HERRERA, CO","2005-06-14",,"22.6",,"16.1"
"COM00080110","OLAYA HERRERA, CO","2005-06-15","3.0","22.6",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-06-16","4.1","23.2",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-06-17","0.0","24.7",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-06-18",,"25.7",,
"COM00080110","OLAYA HERRERA, CO","2005-06-19","132.6","24.7",,"15.1"
"COM00080110","OLAYA HERRERA, CO","2005-06-20","0.0","24.4",,"19.4"
"COM00080110","OLAYA HERRERA, CO","2005-06-21","0.5","25.8",,"18.8"
"COM00080110","OLAYA HERRERA, CO","2005-06-22","229.6","24.9",,"17.1"
"COM00080110","OLAYA HERRERA, CO","2005-06-23","0.0","24.3",,"19.6"
"COM00080110","OLAYA HERRERA, CO","2005-06-24",,"24.3",,"18.8"
"COM00080110","OLAYA HERRERA, CO","2005-06-25","132.3","24.6",,"16.1"
"COM00080110","OLAYA HERRERA, CO","2005-06-26","0.0","25.2",,
"COM00080110","OLAYA HERRERA, CO","2005-06-27",,"24.3",,
"COM00080110","OLAYA HERRERA, CO","2005-06-28","0.3","23.9",,"19.5"
"COM00080110","OLAYA HERRERA, CO","2005-06-29","8.9","22.1",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-06-30","3.0","20.3",,"16.6"
"COM00080110","OLAYA HERRERA, CO","2005-07-01","0.0","22.6",,
"COM00080110","OLAYA HERRERA, CO","2005-07-02","1.0","23.1",,
"COM00080110","OLAYA HERRERA, CO","2005-07-03","140.0","25.3",,"15.1"
"COM00080110","OLAYA HERRERA, CO","2005-07-04","0.0","25.0",,"16.9"
"COM00080110","OLAYA HERRERA, CO","2005-07-05","42.9","22.6",,"16.0"
"COM00080110","OLAYA HERRERA, CO","2005-07-06","16.0","24.2",,"16.9"
"COM00080110","OLAYA HERRERA, CO","2005-07-07","26.9","22.1",,"16.6"
"COM00080110","OLAYA HERRERA, CO","2005-07-08","6.1","25.4",,"17.3"
"COM00080110","OLAYA HERRERA, CO","2005-07-09","0.0","23.7",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2005-07-10","0.5","24.1",,"16.3"
"COM00080110","OLAYA HERRERA, CO","2005-07-11","0.0","26.2",,
"COM00080110","OLAYA HERRERA, CO","2005-07-12",,"22.2",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-07-13",,"20.4",,
"COM00080110","OLAYA HERRERA, CO","2005-07-14","0.0","21.7",,"17.7"
"COM00080110","OLAYA HERRERA, CO","2005-07-15",,"23.4",,
"COM00080110","OLAYA HERRERA, CO","2005-07-16","2.0","23.1",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-07-17","1.0","22.6",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2005-07-18","0.0","24.1",,
"COM00080110","OLAYA HERRERA, CO","2005-07-19","10.9","22.6",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2005-07-20","0.0","25.4",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-07-21",,"24.7",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-07-22","0.5","25.6",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2005-07-23","0.0","25.4",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2005-07-24","127.0","26.1",,"13.2"
"COM00080110","OLAYA HERRERA, CO","2005-07-25","0.0","25.3",,"19.6"
"COM00080110","OLAYA HERRERA, CO","2005-07-27",,"22.7",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2005-07-28",,"25.6",,"13.9"
"COM00080110","OLAYA HERRERA, CO","2005-07-29",,"25.7",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-07-30",,"23.1",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-07-31",,"24.2",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2005-08-03",,"26.8",,
"COM00080110","OLAYA HERRERA, CO","2005-08-06",,"23.2",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2005-08-07","132.3","26.2",,"10.9"
"COM00080110","OLAYA HERRERA, CO","2005-08-08","0.0","23.9",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-08-09","4.1","23.9",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2005-08-10","0.0","24.0",,
"COM00080110","OLAYA HERRERA, CO","2005-08-11",,"23.4",,"18.3"
"COM00080110","OLAYA HERRERA, CO","2005-08-12",,"26.2",,"18.1"
"COM00080110","OLAYA HERRERA, CO","2005-08-13",,"22.8",,"19.5"
"COM00080110","OLAYA HERRERA, CO","2005-08-14","132.6","23.7",,"14.3"
"COM00080110","OLAYA HERRERA, CO","2005-08-15","0.0","20.9",,
"COM00080110","OLAYA HERRERA, CO","2005-08-16","23.1","20.5",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2005-08-17","0.5","20.4",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-08-18","0.0","22.8",,
"COM00080110","OLAYA HERRERA, CO","2005-08-19","11.9","22.6",,"16.0"
"COM00080110","OLAYA HERRERA, CO","2005-08-20",,"25.9",,"10.9"
"COM00080110","OLAYA HERRERA, CO","2005-08-21",,"23.1",,"18.1"
"COM00080110","OLAYA HERRERA, CO","2005-08-22","3.0","22.6",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-08-23","0.0","23.7",,
"COM00080110","OLAYA HERRERA, CO","2005-08-24","0.5","20.7",,
"COM00080110","OLAYA HERRERA, CO","2005-08-25","3.0","20.9",,"16.3"
"COM00080110","OLAYA HERRERA, CO","2005-08-26","0.0","22.8",,
"COM00080110","OLAYA HERRERA, CO","2005-08-27",,"23.2",,
"COM00080110","OLAYA HERRERA, CO","2005-08-28","1.0","22.1",,"17.5"
"COM00080110","OLAYA HERRERA, CO","2005-08-29","0.0","24.6",,
"COM00080110","OLAYA HERRERA, CO","2005-08-30","3.0","23.7",,
"COM00080110","OLAYA HERRERA, CO","2005-08-31","0.5","24.0",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-09-01","0.0","27.3",,
"COM00080110","OLAYA HERRERA, CO","2005-09-03",,"22.4",,
"COM00080110","OLAYA HERRERA, CO","2005-09-05",,"25.8",,
"COM00080110","OLAYA HERRERA, CO","2005-09-06","3.0","23.4",,"18.3"
"COM00080110","OLAYA HERRERA, CO","2005-09-07","0.0","22.0",,
"COM00080110","OLAYA HERRERA, CO","2005-09-08","0.0","24.7",,"16.8"
"COM00080110","OLAYA HERRERA, CO","2005-09-09","0.0","24.3",,"18.1"
"COM00080110","OLAYA HERRERA, CO","2005-09-10","0.0","26.3",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2005-09-11","0.3","23.8",,"19.0"
"COM00080110","OLAYA HERRERA, CO","2005-09-14",,"25.6",,
"COM00080110","OLAYA HERRERA, CO","2005-09-15",,"23.0",,
"COM00080110","OLAYA HERRERA, CO","2005-09-16","0.0","23.9",,"19.2"
"COM00080110","OLAYA HERRERA, CO","2005-09-17",,"28.0",,
"COM00080110","OLAYA HERRERA, CO","2005-09-18",,"25.4",,"18.7"
"COM00080110","OLAYA HERRERA, CO","2005-09-19",,"23.8",,"19.9"
"COM00080110","OLAYA HERRERA, CO","2005-09-20",,"22.7",,
"COM00080110","OLAYA HERRERA, CO","2005-09-21",,"23.4",,
"COM00080110","OLAYA HERRERA, CO","2005-09-22",,"21.8",,
"COM00080110","OLAYA HERRERA, CO","2005-09-23","30.0","21.0",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-09-24","0.0","21.7",,
"COM00080110","OLAYA HERRERA, CO","2005-09-25","2.0","23.3",,
"COM00080110","OLAYA HERRERA, CO","2005-09-26","3.0","21.3",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2005-09-28",,"23.2",,
"COM00080110","OLAYA HERRERA, CO","2005-09-29","1.0","22.2",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-09-30","0.0","24.2",,
"COM00080110","OLAYA HERRERA, CO","2005-10-01",,"24.2",,
"COM00080110","OLAYA HERRERA, CO","2005-10-03",,"22.6",,
"COM00080110","OLAYA HERRERA, CO","2005-10-05","7.1","21.8",,"16.1"
"COM00080110","OLAYA HERRERA, CO","2005-10-06","0.8","23.7",,"17.7"
"COM00080110","OLAYA HERRERA, CO","2005-10-07","0.0","21.1",,"17.5"
"COM00080110","OLAYA HERRERA, CO","2005-10-08",,"22.1",,
"COM00080110","OLAYA HERRERA, CO","2005-10-09","8.9","20.9",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-10-10","24.9","20.5",,"16.4"
"COM00080110","OLAYA HERRERA, CO","2005-10-11","0.0","24.8",,
"COM00080110","OLAYA HERRERA, CO","2005-10-12","0.3","21.8",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2005-10-14",,"21.9",,
"COM00080110","OLAYA HERRERA, CO","2005-10-15","8.9","21.5",,
"COM00080110","OLAYA HERRERA, CO","2005-10-16","5.1","22.3",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-10-17","11.9","22.7",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-10-18","8.9","20.8",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-10-19","0.0","23.4",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-10-20","9.9","21.7",,"16.6"
"COM00080110","OLAYA HERRERA, CO","2005-10-21","0.5","23.3",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-10-22","7.1","21.4",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-10-23","0.0","21.2",,
"COM00080110","OLAYA HERRERA, CO","2005-10-24",,"20.2",,
"COM00080110","OLAYA HERRERA, CO","2005-10-26",,"21.6",,
"COM00080110","OLAYA HERRERA, CO","2005-10-27","8.9","22.4",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2005-10-28","16.0","21.2",,
"COM00080110","OLAYA HERRERA, CO","2005-10-29","0.0","22.1",,
"COM00080110","OLAYA HERRERA, CO","2005-10-30","16.0","20.8",,"17.7"
"COM00080110","OLAYA HERRERA, CO","2005-10-31","3.0","23.5",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2005-11-01","1.0","21.6",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2005-11-02","15.0","21.4",,
"COM00080110","OLAYA HERRERA, CO","2005-11-03","0.0","23.4",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-11-04",,"20.8",,
"COM00080110","OLAYA HERRERA, CO","2005-11-05",,"20.9",,
"COM00080110","OLAYA HERRERA, CO","2005-11-06","3.0","23.8",,"17.7"
"COM00080110","OLAYA HERRERA, CO","2005-11-07","0.0","24.8",,"16.8"
"COM00080110","OLAYA HERRERA, CO","2005-11-08",,"23.3",,
"COM00080110","OLAYA HERRERA, CO","2005-11-09","16.0","21.9",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-11-10","7.1","22.7",,"17.7"
"COM00080110","OLAYA HERRERA, CO","2005-11-11","22.1","20.6",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-11-12","11.9","22.7",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2005-11-13","16.0","20.9",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2005-11-14","0.0","23.7",,
"COM00080110","OLAYA HERRERA, CO","2005-11-15","0.5","24.3",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-11-16","0.0","24.6",,
"COM00080110","OLAYA HERRERA, CO","2005-11-17","0.0","23.2",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-11-19",,"23.6",,"17.5"
"COM00080110","OLAYA HERRERA, CO","2005-11-20","3.0","24.4",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-11-21","3.0","21.8",,
"COM00080110","OLAYA HERRERA, CO","2005-11-22","24.9","21.9",,"17.5"
"COM00080110","OLAYA HERRERA, CO","2005-11-23","1.0","22.2",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-11-24","0.0","23.0",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2005-11-25",,"22.3",,
"COM00080110","OLAYA HERRERA, CO","2005-11-26","1.0","22.2",,"16.6"
"COM00080110","OLAYA HERRERA, CO","2005-11-27","0.0","23.4",,
"COM00080110","OLAYA HERRERA, CO","2005-11-28",,"23.8",,"16.2"
"COM00080110","OLAYA HERRERA, CO","2005-12-01",,"22.7",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-12-03",,"23.5",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2005-12-04",,"21.5",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2005-12-10",,"25.1",,
"COM00080110","OLAYA HERRERA, CO","2005-12-13",,"22.8",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2005-12-14","11.9","23.4",,"17.9"
"COM00080110","OLAYA HERRERA, CO","2005-12-15","15.0","22.7",,"17.1"
"COM00080110","OLAYA HERRERA, CO","2005-12-19",,"21.3",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2005-12-22","13.0","20.8",,"16.9"
"COM00080110","OLAYA HERRERA, CO","2005-12-23","0.0","21.9",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2005-12-24",,"21.3",,
"COM00080110","OLAYA HERRERA, CO","2005-12-25","2.0","22.4",,"17.3"
"COM00080110","OLAYA HERRERA, CO","2005-12-27",,"22.3",,
"COM00080110","OLAYA HERRERA, CO","2005-12-28",,"23.6",,"16.2"
"COM00080110","OLAYA HERRERA, CO","2006-01-03","0.0","22.7",,"16.8"
"COM00080110","OLAYA HERRERA, CO","2006-01-04","17.0","20.8",,"17.1"
"COM00080110","OLAYA HERRERA, CO","2006-01-13",,"22.8",,
"COM00080110","OLAYA HERRERA, CO","2006-01-14",,"23.2",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2006-01-20",,"22.2",,"14.5"
"COM00080110","OLAYA HERRERA, CO","2006-01-21",,"22.8",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2006-01-22","0.8","26.0",,"16.4"
"COM00080110","OLAYA HERRERA, CO","2006-01-24",,"22.2",,"19.4"
"COM00080110","OLAYA HERRERA, CO","2006-01-27",,"21.6",,"19.8"
"COM00080110","OLAYA HERRERA, CO","2006-01-30",,"24.6",,
"COM00080110","OLAYA HERRERA, CO","2006-01-31",,"23.3",,
"COM00080110","OLAYA HERRERA, CO","2006-02-09",,"23.7",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2006-02-11",,"26.2",,"18.1"
"COM00080110","OLAYA HERRERA, CO","2006-02-15",,"23.9",,"15.8"
"COM00080110","OLAYA HERRERA, CO","2006-02-18",,"24.0",,
"COM00080110","OLAYA HERRERA, CO","2006-03-02",,"25.6",,"19.6"
"COM00080110","OLAYA HERRERA, CO","2006-03-05","0.0","23.7",,"19.2"
"COM00080110","OLAYA HERRERA, CO","2006-03-06","0.0","22.3",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2006-03-07","25.9","23.0",,"18.2"
"COM00080110","OLAYA HERRERA, CO","2006-03-08","0.0","21.1",,
"COM00080110","OLAYA HERRERA, CO","2006-03-10",,"21.1",,
"COM00080110","OLAYA HERRERA, CO","2006-03-17",,"22.4",,
"COM00080110","OLAYA HERRERA, CO","2006-04-06","3.0","23.4",,"16.8"
"COM00080110","OLAYA HERRERA, CO","2006-04-20","6.1","24.8",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2006-04-30","55.9","22.1",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2006-05-24",,"24.4",,"19.6"
"COM00080110","OLAYA HERRERA, CO","2006-05-25",,"25.7",,"17.6"
"COM00080110","OLAYA HERRERA, CO","2006-06-13",,"22.3",,"16.9"
"COM00080110","OLAYA HERRERA, CO","2006-06-14","1.0","22.4",,
"COM00080110","OLAYA HERRERA, CO","2006-06-25","0.3","24.3",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2006-07-02",,"25.3",,"16.8"
"COM00080110","OLAYA HERRERA, CO","2006-07-11",,"26.1",,"18.8"
"COM00080110","OLAYA HERRERA, CO","2006-07-17",,"24.7",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2006-07-19",,"25.2",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2006-07-21",,"25.7",,"18.5"
"COM00080110","OLAYA HERRERA, CO","2006-08-15",,"23.5",,"19.0"
"COM00080110","OLAYA HERRERA, CO","2006-08-26",,"20.3",,"16.4"
"COM00080110","OLAYA HERRERA, CO","2006-09-09","8.9","23.0",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2006-09-16","2.0","24.6",,"18.1"
"COM00080110","OLAYA HERRERA, CO","2006-09-18","6.1","21.5",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2006-10-14","33.0","21.3",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2006-11-21","7.9","20.9",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2006-11-22","23.9","22.8",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2006-12-12","23.1","21.2",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2007-03-11",,"23.6",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2007-03-20",,"24.9",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2007-04-06","17.0","23.2",,"17.4"
"COM00080110","OLAYA HERRERA, CO","2007-04-07","0.0","23.9",,"18.3"
"COM00080110","OLAYA HERRERA, CO","2007-04-28","1.0","23.3",,"18.6"
"COM00080110","OLAYA HERRERA, CO","2007-05-05",,"25.3",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2007-05-29","6.1","20.7",,"17.8"
"COM00080110","OLAYA HERRERA, CO","2007-06-02","7.9","20.9",,"17.3"
"COM00080110","OLAYA HERRERA, CO","2007-06-04","3.0","21.9",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2007-06-10","0.5","24.3",,"18.1"
"COM00080110","OLAYA HERRERA, CO","2007-06-26",,"24.7",,
"COM00080110","OLAYA HERRERA, CO","2007-07-10","0.0","24.5",,"17.2"
"COM00080110","OLAYA HERRERA, CO","2007-07-16","7.1","23.9",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2007-07-19","0.0","23.5",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2007-07-20","33.0","22.2",,"16.0"
"COM00080110","OLAYA HERRERA, CO","2007-07-24","24.9","20.8",,
"COM00080110","OLAYA HERRERA, CO","2007-07-26","0.8","25.1",,"17.9"
"COM00080110","OLAYA HERRERA, CO","2007-08-06","2.0","22.7",,"17.9"
"COM00080110","OLAYA HERRERA, CO","2007-08-10","3.0","23.1",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2007-08-17","3.0","21.5",,"18.4"
"COM00080110","OLAYA HERRERA, CO","2007-09-12",,"24.7",,"18.0"
"COM00080110","OLAYA HERRERA, CO","2007-10-13","8.9","22.7",,"17.0"
"COM00080110","OLAYA HERRERA, CO","2007-10-27","20.1","21.3",,"16.2"
"COM00080110","OLAYA HERRERA, CO","2008-01-02",,"23.3",,"15.9"
